id,plant_name,au_hardiness_zone,sow_to_seedling,seedling_to_harvest,harvest_window,watering_frequency,key_activities,created_at,growth_multiplier,extra_care,updated_at,plant_category,climate_note,unsuitable_zone
67e97b04-da1e-462b-94b9-57bff2de217b,Spinach,11a,7,40,21,2,"[{""timing"":25,""activity"":""Harvest as micro-greens or very young"",""details"":""In warm zones harvest spinach as micro-greens (7-10cm) for the best quality. The heat-to-bolt progression is rapid — very young harvest is the only reliable approach."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,0.85,Cool dry season only — April to August,2026-05-20 05:30:13.711705+00,annual_vegetable,Most bolt-prone cool-season vegetable. Bolts within days of temperatures exceeding 20°C. Asian (Malabar) spinach is an excellent heat-tolerant substitute in warm zones.,False
680ad5c7-bb44-48a0-9053-948143d86500,Mint,8a,14,45,180,2,"[{""timing"":30,""activity"":""Begin harvesting when 15cm tall"",""details"":""Cut stems to 5cm above ground when plants reach 15-20cm. This stimulates bushy growth. Harvest regularly — mint not cut back becomes leggy and flavourless. Harvest before flowering for maximum aroma."",""category"":""harvest""},{""timing"":60,""activity"":""Cut back hard before flowering"",""details"":""When flower spikes appear, cut the entire plant back to 5cm. This delays flowering and forces a new flush of aromatic leaves. A plant that flowers loses most of its essential oil content and becomes less flavoursome."",""category"":""pruning""},{""timing"":90,""activity"":""Divide plant"",""details"":""Lift the container, remove the root mass, divide and replant the most vigorous outer sections. Discard the old central root mass — it is woody and less productive."",""category"":""planting""},{""timing"":180,""activity"":""Mulch roots for winter in zones 8-9"",""details"":""After the plant dies back in autumn, mulch the container or root zone with 5cm of compost. The roots survive winter and re-shoot reliably in spring."",""category"":""planting""}]",2026-05-20 05:30:57.29935,1.0,Dies back to roots in winter — regrows strongly in spring,2026-05-20 05:30:57.29935+00,perennial_vegetable,Perennial spreading herb — grow in containers to prevent invasive spreading throughout the garden. Regrows from roots even after killing frost.,False
680ff302-8ee4-42e9-bf8a-5b6a4521fdf7,Rhubarb,9a,21,365,60,3,"[{""timing"":180,""activity"":""Remove flower stalks"",""details"":""Rhubarb occasionally sends up a flower stalk (thick round stem with seed head). Remove it immediately at ground level — it diverts energy from leaf stalks and signals the plant to stop producing."",""category"":""pruning""},{""timing"":730,""activity"":""Begin harvesting — pull, do not cut"",""details"":""In spring of year 2 (August-October), harvest stalks by gripping at the base and pulling with a twisting motion. Never cut — cutting leaves a stub that can rot into the crown. Take no more than 1/3 of the stalks at any time. Stop harvesting by November to allow the plant to rebuild. Scheduled from approximately year 2 after planting."",""category"":""harvest""}]",2026-05-20 05:31:51.95214,1.05,"Very good zone — Victoria, Wandin Red varieties",2026-05-20 05:31:51.95214+00,perennial_vegetable,"Requires cold winters for dormancy and vigorous regrowth. The colder the winter, the better the rhubarb. Only harvest stems — leaves are toxic (contain oxalic acid). Do not harvest in year 1.",False
6813acd3-8a16-4e1a-a962-8a953af85322,Avocado,10b,365,1095,120,3,"[{""timing"":60,""activity"":""Mulch deeply — critical"",""details"":""Apply 10-15cm of coarse wood chip mulch from trunk (keep 30cm clear) to drip line. Avocado roots are shallow and surface-feeding — mulch protects them from heat and drying. Renew annually."",""category"":""planting""},{""timing"":180,""activity"":""Apply zinc-enriched fertiliser"",""details"":""Apply complete fertiliser with zinc twice yearly (spring and early autumn). Nitrogen requirement is moderate — excess nitrogen reduces fruit quality. Use avocado-specific formulation."",""category"":""fertilizing""},{""timing"":365,""activity"":""Prune for structure and light penetration"",""details"":""Maintain open canopy. Remove skirts (low hanging branches). Prune alternate sides each year to limit tree size. Scaffold branches should angle at 45-60 degrees."",""category"":""pruning""},{""timing"":1095,""activity"":""Harvest using oil content or squeeze test"",""details"":""Hass turns black when ready. Fuerte and other green varieties — pick one test fruit, allow to soften at room temperature. If it softens evenly in 5-7 days, harvest the crop. Avoid rough handling — bruising is invisible until ripening."",""category"":""harvest""}]",2026-05-20 05:32:44.948153,1.1,Best zone for avocado production in SE Australia,2026-05-20 05:32:44.948153+00,perennial_tree,"Requires warm, frost-free conditions. Shallow roots are drought-sensitive. Type A and B varieties needed for pollination.",False
6825194b-06c6-4a50-a0ed-1d80dde68fbd,Eggplant,12b,21,70,60,3,"[{""timing"":21,""activity"":""Install drip irrigation and apply mulch"",""details"":""Consistent moisture through drip irrigation is ideal. Heavy mulch insulates roots and prevents soil moisture loss in tropical heat."",""category"":""planting""},{""timing"":70,""activity"":""Begin harvesting regularly"",""details"":""Harvest fruit when glossy and firm. In tropical zones eggplant produces year-round. Monitor for two-spotted mite in dry conditions — stippling on leaves with fine webbing indicates mite presence."",""category"":""harvest""},{""timing"":120,""activity"":""Do a hard winter prune (now or within winter)"",""details"":""Cut to a 30-40cm framework each year in June-July. This restores productive vigour and removes old unproductive wood. New growth emerges within 2-3 weeks and flowers within 6-8 weeks in warm zones."",""category"":""pruning""}]",2026-05-20 02:37:16.231057,1.0,Perennial in true tropical conditions,2026-05-20 05:31:05.756475+00,annual_vegetable,Heat-loving crop — needs even more warmth than tomatoes or capsicum. Harvest while skin is glossy and before seeds develop brown inside.,False
68d960eb-1a59-4934-a388-47ae38648f16,Endive,8a,10,60,21,3,"[{""timing"":14,""activity"":""Thin to 25-30cm spacing"",""details"":""Thin promptly — endive needs space to form a full head. Thinnings are edible (young endive leaves are tender and less bitter than mature)."",""category"":""planting""},{""timing"":45,""activity"":""Blanch before harvest"",""details"":""10-14 days before harvest, tie the outer leaves loosely over the head with a rubber band, or cover with an upturned pot or plate. Blanching turns the inner leaves pale yellow and dramatically reduces bitterness — this step transforms endive from challenging to genuinely pleasant."",""category"":""planting""},{""timing"":60,""activity"":""Harvest by cutting at base"",""details"":""Cut the whole plant at the base. In cool zones a frost after blanching improves flavour further. Remove the band or cover before cutting — check for slugs and caterpillars sheltering inside."",""category"":""harvest""}]",2026-05-20 05:31:28.853647,1.05,Spring and summer crop — excellent in cool conditions,2026-05-20 05:31:28.853647+00,annual_vegetable,Cool-season salad crop. Blanching (excluding light for 10-14 days before harvest) is essential to reduce natural bitterness.,False
692e0d94-ab12-4c1a-b975-d00fe19e40ff,Thyme,10b,14,60,180,7,"[{""timing"":60,""activity"":""Begin harvesting"",""details"":""In zone 10, harvest year-round. Flavour is most intense in late spring before flowering and in summer dry conditions when essential oils concentrate."",""category"":""harvest""},{""timing"":90,""activity"":""Hard prune twice yearly"",""details"":""Cut back by 40-50% in August (before summer) and March (after summer). Zone 10 thyme can become a woody mound rapidly without regular cutting."",""category"":""pruning""},{""timing"":365,""activity"":""Replace plant from cuttings"",""details"":""Take spring cuttings from 8cm new growth. Strip lower leaves and insert into coarse sand. Roots form in 3-4 weeks. Replace parent plant every 4 years."",""category"":""planting""}]",2026-05-20 05:31:01.827406,1.0,Very productive year-round,2026-05-20 05:31:01.827406+00,perennial_vegetable,"Drought-tolerant Mediterranean perennial. Thrives in poor, dry, well-drained conditions. Like oregano — rich soil and overwatering reduce flavour and shorten plant life.",False
6930600c-709b-444b-adf2-57a3b8e98261,Parsnip,9b,21,120,60,3,"[{""timing"":30,""activity"":""Thin to 10-15cm spacing"",""details"":""Thin when seedlings are 5cm tall — crowded parsnips produce forked, small roots. Thinning is the most commonly skipped and most impactful management step."",""category"":""planting""},{""timing"":90,""activity"":""Leave in ground after frost for sweetness"",""details"":""Parsnips can be left in the ground until needed. In cool zones, a frost triggers starch-to-sugar conversion — harvest after the first hard frost for the best flavour. This is unique to parsnips and a genuine argument for cool-zone growing."",""category"":""harvest""},{""timing"":140,""activity"":""Harvest before plants re-shoot in spring"",""details"":""In the second spring (parsnip is biennial), plants begin to re-shoot and roots become woody and bitter. Harvest all remaining roots before they produce foliage in spring."",""category"":""harvest""}]",2026-05-20 05:30:51.051274,1.05,Autumn to winter,2026-05-20 05:30:51.051274+00,annual_vegetable,Root vegetable that improves dramatically with cold — frost converts starch to sugar. Very slow to germinate (21-28 days). Fresh seed essential — parsnip seed loses viability quickly.,False
695037a1-10ee-4319-bc56-e5e0671e966d,Snow Peas,11a,10,65,30,3,"[{""timing"":10,""activity"":""Trellis and shade cloth"",""details"":""Erect 1.2m trellis. 30% shade cloth above can reduce heat stress on flowering plants in marginal cool-season conditions."",""category"":""planting""},{""timing"":28,""activity"":""Apply potassium at first flower"",""details"":""Sulphate of potash at 20g/m² at first flower. No nitrogen."",""category"":""fertilizing""},{""timing"":50,""activity"":""Begin harvesting young pods every 1–2 days"",""details"":""In subtropical zones harvest snow peas very young (the pod is barely full width) and very frequently. Heat causes rapid pod filling and quality drop."",""category"":""harvest""}]",2026-05-20 05:30:26.002959,0.8,May-July only — heat causes flower drop,2026-05-20 05:30:26.002959+00,annual_vegetable,Flat edible-pod peas. Direct sow — resent transplanting. Harvest before seeds develop inside the pod. Inoculate with rhizobium.,False
6952efde-4d5a-45cc-8eff-b6f255c3249a,Lime,10a,365,730,120,7,"[{""timing"":365,""activity"":""Prune following harvest completion"",""details"":""Lime trees produce prolifically in warm zones and can overcrowd the canopy. After the main harvest, remove crossing branches and thin the canopy to improve airflow. This reduces fungal disease and improves fruit in the following season."",""category"":""pruning""},{""timing"":730,""activity"":""Begin harvesting leaves or stems"",""details"":""In warm zones Tahitian lime produces near-continuously. Harvest green for culinary use or allow to turn yellow for higher juice content. Fruit holds on the tree for several weeks — harvest as needed."",""category"":""harvest""}]",2026-05-20 05:32:41.228701,1.05,Good production — Tahitian lime performs very well,2026-05-20 05:32:41.228701+00,perennial_tree,Least frost-tolerant common citrus. Tahitian (Persian) lime is the standard commercial variety. Kaffir lime grown for leaves. Both are essentially ever-bearing in warm zones.,False
69ac47f0-1d85-4f09-86b0-5fdffaf9b9b8,Snow Peas,10a,10,65,30,3,"[{""timing"":10,""activity"":""Install 1.5m trellis"",""details"":""Snow peas grow vigorously in zone 10 cool conditions. A 1.5m trellis gives maximum cropping space."",""category"":""planting""},{""timing"":28,""activity"":""Apply potassium at first flower"",""details"":""Sulphate of potash at 20g/m². Do not add nitrogen. In zone 10, the cool season growing period for snow peas is 8-12 weeks — fertilise precisely at flowering stage."",""category"":""fertilizing""},{""timing"":50,""activity"":""Harvest every 2 days"",""details"":""In zone 10, harvest every 2 days when plants are in full production. Pods mature faster than in cool zones. Do not let pods fill with peas — harvest while flat."",""category"":""harvest""},{""timing"":70,""activity"":""Pull before spring heat"",""details"":""Complete harvest by September in zone 10. Rising temperatures cause rapid quality deterioration and flower drop. Pull plants at first sustained warmth."",""category"":""planting""}]",2026-05-20 05:30:25.560068,1.0,Cool season — April to August,2026-05-20 05:30:25.560068+00,annual_vegetable,Flat edible-pod peas. Direct sow — resent transplanting. Harvest before seeds develop inside the pod. Inoculate with rhizobium.,False
69d731f8-fec2-4247-86c4-58968e9d4f40,Silverbeet,12b,10,55,120,3,"[{""timing"":14,""activity"":""Apply liquid fertiliser (1 of 4)"",""details"":""In tropical and subtropical soils, nutrients leach quickly. Fortnightly liquid fish emulsion or complete fertiliser is more effective than granular monthly applications."",""category"":""fertilizing""},{""timing"":28,""activity"":""Apply liquid fertiliser (2 of 4)"",""details"":""In tropical and subtropical soils, nutrients leach quickly. Fortnightly liquid fish emulsion or complete fertiliser is more effective than granular monthly applications."",""category"":""fertilizing""},{""timing"":30,""activity"":""Begin harvesting — cut-and-come-again"",""details"":""Harvest outer leaves continuously. In warm zones, silverbeet growth is faster — harvest every 5-7 days rather than weekly. Never remove more than 1/3 of the leaves at once."",""category"":""harvest""},{""timing"":42,""activity"":""Apply liquid fertiliser (3 of 4)"",""details"":""In tropical and subtropical soils, nutrients leach quickly. Fortnightly liquid fish emulsion or complete fertiliser is more effective than granular monthly applications."",""category"":""fertilizing""},{""timing"":56,""activity"":""Apply liquid fertiliser (4 of 4)"",""details"":""In tropical and subtropical soils, nutrients leach quickly. Fortnightly liquid fish emulsion or complete fertiliser is more effective than granular monthly applications."",""category"":""fertilizing""},{""timing"":60,""activity"":""Improve bed drainage before wet season"",""details"":""In the wet season in tropical zones, ensure no waterlogging around the roots. Raise beds if needed. Reduce fertiliser in the wet season — rapid growth in humidity promotes fungal disease."",""category"":""watering""},{""timing"":90,""activity"":""Replace plant"",""details"":""Silverbeet in tropical zones has a shorter productive life than in cool zones. Replace plants every 9-12 months as they become large and woody."",""category"":""planting""}]",2026-05-20 05:31:23.259329,0.85,Dry season preferred,2026-05-20 05:31:23.259329+00,annual_vegetable,One of the most productive and adaptable vegetables. Cut-and-come-again: always harvest outer leaves only. More heat-tolerant than spinach.,False
6a2b3199-d981-444c-b8bd-8266dc05cd91,Coriander,9a,10,30,21,3,"[{""timing"":10,""activity"":""Thin to 5cm spacing"",""details"":""Thin when seedlings have 3-4 true leaves. In cool conditions, coriander can be grown at 5cm spacing for leaf harvest. Thinnings are edible."",""category"":""planting""},{""timing"":14,""activity"":""Succession sow every 2-3 weeks"",""details"":""A single coriander sowing in cool conditions may produce for only 3-4 weeks before bolting. Succession sow every 2-3 weeks for continuous supply."",""category"":""planting""},{""timing"":21,""activity"":""Harvest leaves before flower stalk emerges"",""details"":""Cut leaves regularly from young plants. The moment a central flower stalk begins to rise, leaf quality drops. Harvest the entire plant at this point — stems and leaves are still edible."",""category"":""harvest""},{""timing"":40,""activity"":""Leave some plants to flower and set seed"",""details"":""Leave one or two plants to bolt and produce seed (coriander seeds are a spice in themselves). Once seed turns brown, cut the whole stem and dry in a paper bag to collect seeds for cooking or next sowing."",""category"":""harvest""}]",2026-05-20 05:30:52.568019,1.05,Autumn to spring — avoid midsummer,2026-05-20 05:30:52.568019+00,annual_herb,Notoriously bolt-prone. Direct sow — resents transplanting. Keep cool and harvest before flower stalks emerge. Succession sow every 2-3 weeks.,False
6a7666b5-9e19-401a-90cb-6b6a8af9f0f8,Brussels Sprouts,9b,14,100,60,3,"[{""timing"":1,""activity"":""Transplant deeply and stake firmly"",""details"":""Plant seedlings (raised from Oct-Nov seed) in February-March in cool zones. Firm planting is critical — wind rock causes loose, leafy sprouts instead of tight buttons. Stake each plant with a 60cm stake tied at 3 points. 60cm spacing in rows 75cm apart."",""category"":""planting""},{""timing"":14,""activity"":""Apply fertiliser"",""details"":""Blood and bone at 120g/m² or complete fertiliser with high nitrogen. Repeat at 30-day intervals. Brussels sprouts are very heavy feeders — under-feeding produces small, yellowing plants."",""category"":""fertilizing""},{""timing"":45,""activity"":""Remove yellowing lower leaves"",""details"":""As the plant grows, strip away yellowing lower leaves regularly. This improves airflow (reducing fungal disease), keeps the planting base clean, and directs energy into sprout development rather than old foliage."",""category"":""pruning""},{""timing"":80,""activity"":""Top the plant to concentrate sprout development"",""details"":""When the plant is 60-70cm tall and sprouts are visible, pinch or cut out the growing tip (the top 10cm). This forces energy into sizing up the existing sprouts rather than growing taller. Results in larger, tighter buttons."",""category"":""pruning""},{""timing"":100,""activity"":""Harvest from base upward"",""details"":""Twist off sprouts from the bottom of the stem first when they reach 2-4cm diameter and are firm. Work up the plant over 4-6 weeks. A frost improves flavour significantly — do not rush harvest in cold zones."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,1.05,Very good production,2026-05-20 02:37:16.231057+00,annual_vegetable,Slow-growing brassica. Flavour significantly improves after frost. Firm planting prevents wind rock which causes loose sprouts.,False
6a79065c-4e2c-406e-a8b5-e5a30adf0220,Garlic,8b,21,210,21,3,"[{""timing"":150,""activity"":""Stop watering and fertilising"",""details"":""When approximately half the leaves have yellowed, stop all watering and fertilising. This triggers the final bulb curing process. Premature watering at this stage causes soft, poorly-wrapped bulbs that store poorly."",""category"":""watering""},{""timing"":210,""activity"":""Harvest when tops are 50% fallen"",""details"":""Harvest when half the leaves have yellowed and fallen. Do not wait until all leaves die — the outer wrapper splits and bulbs deteriorate. Lift with a fork, not by pulling leaves. Cure in a dry, airy shed for 3-4 weeks before storing or using."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,1.1,Plant April-May,2026-05-20 05:31:45.202434+00,annual_vegetable,Planted as individual cloves (not seedlings/seed). Requires cool winter temperatures for bulb formation. Harvest when tops fall over and yellow.,False
6ac3eeba-c9a1-466a-b1cb-1701eda6ffec,Corn,10b,7,75,14,3,"[{""timing"":14,""activity"":""Apply nitrogen at knee height and shoulder height"",""details"":""Blood and bone or urea at 80g/m² when plants reach knee height. Repeat at shoulder height. In zone 10, rapid warm-season growth means the two-feed program must be timed precisely to plant growth stage, not calendar dates."",""category"":""fertilizing""},{""timing"":30,""activity"":""Water at silking"",""details"":""In zone 10 warm summers, heat and dry spells at silking are common. Water daily if needed during the 7-10 day silk emergence period. Failure here causes cobs with many missing kernels."",""category"":""watering""},{""timing"":60,""activity"":""Check silk for harvest readiness"",""details"":""Check from 60-65 days. Brown dry silks = approaching maturity. Pierce a kernel — milky liquid squirts out at peak. Harvest immediately and refrigerate or eat."",""category"":""harvest""},{""timing"":75,""activity"":""Succession sow every 3 weeks for continuous harvest"",""details"":""Plant a new block every 3 weeks from September to December. This staggers the harvest window so not all cobs are ready simultaneously — the \""all at once\"" harvest problem is the main frustration with corn."",""category"":""planting""}]",2026-05-20 05:31:08.903137,1.05,Good production,2026-05-20 05:31:08.903137+00,annual_vegetable,"Wind-pollinated — plant in blocks (4x4 minimum), not single rows. Milk stage lasts only 2-3 days — harvest at peak sweetness.",False
6bb17136-7569-4d8e-a799-45adf858664b,Basil,9a,7,28,60,2,"[{""timing"":35,""activity"":""Pinch out growing tip"",""details"":""Pinch out the central stem tip to the first set of leaves as soon as the plant reaches 15cm. This forces bushy growth and delays flowering. A single pinch doubles leaf yield."",""category"":""pruning""},{""timing"":50,""activity"":""Check for aphids and fungal disease"",""details"":""Cool humid conditions promote basil downy mildew (purple-grey fuzz on leaf undersides). Remove affected leaves. Improve airflow. Apply copper spray if severe. Avoid wetting foliage."",""category"":""pest""},{""timing"":70,""activity"":""Harvest before flowers open"",""details"":""Harvest by cutting stems to just above a pair of leaves. In cool zones harvest frequently — the season is short. Remove flower buds the moment they appear to extend leaf production."",""category"":""harvest""}]",2026-05-20 05:30:54.290797,0.95,Do not plant out until after last frost,2026-05-20 05:30:54.290797+00,annual_herb,Frost-sensitive annual. Bolts in heat. Best in warm but not extreme conditions.,False
6c3795b0-3ae7-4068-9bea-9affddcd01f9,Capsicum,11a,14,90,60,3,"[{""timing"":45,""activity"":""Apply potassium at flowering"",""details"":""Sulphate of potash at 40g/m² when first flowers appear. In subtropical zones multiple flowering flushes occur — fertilise at each flush onset."",""category"":""fertilizing""},{""timing"":70,""activity"":""Check for fruit fly"",""details"":""Capsicum is highly susceptible to Queensland fruit fly in zones 11-12. Use exclusion bags over individual fruit or apply approved fruit fly bait stations from fruit set. This is the primary pest risk."",""category"":""pest""},{""timing"":100,""activity"":""Begin harvesting regularly"",""details"":""In subtropical and tropical zones, capsicum is productive for 12-18 months if managed as a perennial. Harvest fruit at any colour stage to keep the plant producing. Full red colour takes longest but delivers best flavour."",""category"":""harvest""}]",2026-05-20 05:30:15.660817,1.0,"Plant October-November, harvest Feb-May",2026-05-20 05:30:15.660817+00,annual_vegetable,Warm-season crop. Needs 10°C+ at all times. Pick red for full sweetness — green capsicum is simply unripe.,False
6c419119-3c80-4559-b17a-f829c059be18,Radish Sprouts,10b,3,10,5,1,"[{""timing"":2,""activity"":""Begin rinsing and draining twice daily for 7 days"",""details"":""Rinse with cool water through the mesh twice daily (morning and evening). Shake gently and drain completely — standing water causes mould. Keep at 18-22°C. Sprouts grow visibly between rinses."",""category"":""watering""},{""timing"":7,""activity"":""Move to light when sprouts reach 3-4cm"",""details"":""When sprouts reach 3-4cm with seed leaves visible, move to indirect light for 1-2 days. This greens the leaves and improves nutritional content. Continue twice-daily rinsing."",""category"":""planting""},{""timing"":10,""activity"":""Harvest at 4-6cm before roots develop extensively"",""details"":""Harvest when sprouts are 4-6cm and the first true leaves are emerging. Rinse a final time, drain well and refrigerate. Use within 3 days."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,1.0,Rinse more frequently in warm conditions,2026-05-20 02:37:16.231057+00,annual_vegetable,"Indoor crop — grown in a jar or tray, not the garden. Not zone-dependent. The same process applies in all climates.",False
6c458750-a991-486f-9b36-28d8fc94b151,Tomatoes,10a,21,70,60,2,"[{""timing"":50,""activity"":""Remove laterals on indeterminate varieties"",""details"":""Remove side shoots (\""armpit\"" growth) from indeterminate varieties weekly. In zone 10, tomatoes grow vigorously and produce many laterals — allow 1 lateral to develop to a second stem on very vigorous varieties for a two-stem system."",""category"":""pruning""},{""timing"":70,""activity"":""Begin harvesting regularly — check for fruit fly"",""details"":""In zone 10, Queensland fruit fly attacks ripe and near-ripe fruit. Apply Eco-naturalure bait from fruit set (not just at ripeness) and refresh weekly. Harvest at first blush of colour (before fully ripe) if fruit fly pressure is high. Never leave fallen fruit on the ground."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,1.05,Excellent zone — September to April production,2026-05-20 05:30:05.688166+00,annual_vegetable,Stop setting fruit when night temperatures exceed 30°C or drop below 10°C. Consistent watering prevents blossom end rot and fruit cracking.,False
6c83e4ad-5abe-43a5-baf1-116793425dd0,Spinach,9a,7,40,21,2,"[{""timing"":14,""activity"":""Apply nitrogen when thinning"",""details"":""Liquid fish emulsion or diluted blood and bone after thinning. Spinach is a moderately heavy feeder — nitrogen drives leaf production. One or two applications through the season is sufficient."",""category"":""fertilizing""},{""timing"":30,""activity"":""Begin outer-leaf harvest at 20cm height"",""details"":""Harvest outer leaves by cutting at the base when the plant reaches 20cm. Leave the central growing tip intact — the plant regrows for 2-3 more harvests before bolting."",""category"":""harvest""},{""timing"":40,""activity"":""Remove at first bolt"",""details"":""Once the central flower stalk begins to elongate, remove the entire plant. Bolted spinach is bitter and unpalatable within hours. Resow immediately from the succession sowing already in place."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,1.05,Year-round except midsummer,2026-05-20 05:30:11.956187+00,annual_vegetable,Most bolt-prone cool-season vegetable. Bolts within days of temperatures exceeding 20°C. Asian (Malabar) spinach is an excellent heat-tolerant substitute in warm zones.,False
6cb48d7a-5042-4489-b7cf-aa6594f9389c,Cherry,9b,365,1460,21,4,"[{""timing"":0,""activity"":""Select variety carefully for chill hours"",""details"":""Zone 9 cherry growing is reliable for 600-800 chill hour varieties. Lapins, Sunburst, and Simone perform well. Check local chill hour accumulation records before selecting variety. Plant two compatible varieties."",""category"":""planting""},{""timing"":60,""activity"":""Apply dormant copper spray in winter"",""details"":""Apply copper spray while leafless in June-July. Zone 9 humidity in winter can harbour fungal diseases on bark."",""category"":""pest""},{""timing"":365,""activity"":""Prune in summer after harvest"",""details"":""Cherry trees are best pruned in summer (January-February in Australia) to reduce silver leaf disease (Chondrostereum purpureum) risk which enters through winter pruning cuts. Remove crossed branches and open the canopy."",""category"":""pruning""},{""timing"":1095,""activity"":""Install bird netting structure"",""details"":""Permanent netting frames over cherry trees are a sound investment in zone 9 where commercial cherry growing is common (Huon Valley, Stanthorpe region). Install before fruit colour develops."",""category"":""planting""},{""timing"":1460,""activity"":""Harvest at peak ripeness"",""details"":""Ripe cherries are deep red (or yellow for Golden Queen), firm and sweet. Taste before picking — colour alone is not a reliable indicator in zone 9 where ripening can be slow. Handle gently — bruises are invisible but cause rapid deterioration."",""category"":""harvest""}]",2026-05-20 05:32:09.663877,1.05,Marginal in zone 9b — select lowest-chill standard varieties,2026-05-20 05:32:09.663877+00,perennial_tree,Requires 700-1000+ chill hours for most varieties. Among the most chill-demanding fruit trees. Needs a pollination partner (most varieties). Net for birds before harvest.,False
6de35664-85a2-4c9e-9877-b7de88d5d351,Lettuce,10b,7,45,30,2,"[{""timing"":30,""activity"":""Check for aphids — repeat weekly for 4 weeks"",""details"":""In zone 10, green peach aphid colonises lettuce heads. Check centres of developing heads weekly. Pyrethrum spray in the evening, or cold water blast. Row covers prevent aphid entry entirely."",""category"":""pest""},{""timing"":45,""activity"":""Harvest before temperatures rise"",""details"":""In zone 10, lettuce holds quality for only 1-2 weeks past optimum harvest — rising spring temperatures cause rapid bolting. Harvest whole heads promptly. Leaf lettuce: harvest continuously with cut-and-come-again."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,1.0,Cool season crop,2026-05-20 05:30:09.730216+00,annual_vegetable,Bolts (goes to seed) when temperatures exceed 25°C or day length increases beyond 14 hours. Succession sow every 2-3 weeks for continuous supply.,False
6e005b69-c451-4fed-b6c3-5c47ece3c274,Radish Sprouts,10a,3,10,5,1,"[{""timing"":2,""activity"":""Begin rinsing and draining twice daily for 7 days"",""details"":""Rinse with cool water through the mesh twice daily (morning and evening). Shake gently and drain completely — standing water causes mould. Keep at 18-22°C. Sprouts grow visibly between rinses."",""category"":""watering""},{""timing"":7,""activity"":""Move to light when sprouts reach 3-4cm"",""details"":""When sprouts reach 3-4cm with seed leaves visible, move to indirect light for 1-2 days. This greens the leaves and improves nutritional content. Continue twice-daily rinsing."",""category"":""planting""},{""timing"":10,""activity"":""Harvest at 4-6cm before roots develop extensively"",""details"":""Harvest when sprouts are 4-6cm and the first true leaves are emerging. Rinse a final time, drain well and refrigerate. Use within 3 days."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,1.0,Indoor crop — rinse twice daily,2026-05-20 02:37:16.231057+00,annual_vegetable,"Indoor crop — grown in a jar or tray, not the garden. Not zone-dependent. The same process applies in all climates.",False
6e7de3a8-4848-4a0e-960c-2538e8455ad1,Rhubarb,10b,21,365,60,3,"[{""timing"":180,""activity"":""Remove flower stalks"",""details"":""In zone 10, rhubarb may produce more flower stalks than in cool zones. Remove all immediately at ground level."",""category"":""pruning""},{""timing"":365,""activity"":""Begin harvesting in cooler months"",""details"":""In zone 10, rhubarb harvesting is best confined to August-October when stalks are at their best. Summer heat significantly reduces quality. Harvest by pulling, not cutting. Do not overharvest in zone 10 — the plant needs every leaf to sustain itself through the warm season."",""category"":""harvest""}]",2026-05-20 05:31:52.599618,0.8,Marginal — poor winter chilling reduces stem colour and size,2026-05-20 05:31:52.599618+00,perennial_vegetable,"Requires cold winters for dormancy and vigorous regrowth. The colder the winter, the better the rhubarb. Only harvest stems — leaves are toxic (contain oxalic acid). Do not harvest in year 1.",False
6ea135ae-6375-427c-928e-55f753f4fb29,Sugar Snap Peas,9a,10,70,30,3,"[{""timing"":14,""activity"":""Train onto trellis — direct young shoots upward"",""details"":""Sugar snap peas produce vigorous growth. Direct shoots to the trellis in the first 2 weeks. Once climbing is established they self-direct."",""category"":""planting""},{""timing"":28,""activity"":""Apply potassium at first flower"",""details"":""Sulphate of potash at 25g/m² at first flower. No nitrogen — peas fix their own. Potassium drives pod wall development — important for sugar snaps where the thick pod wall is the premium eating part."",""category"":""fertilizing""},{""timing"":55,""activity"":""Water at pod fill"",""details"":""Consistent moisture at pod fill prevents shrivelled peas inside the pod. Water deeply every 2-3 days when plants are actively flowering and filling pods."",""category"":""watering""},{""timing"":70,""activity"":""Harvest when pod is plump but snap-crisp"",""details"":""Sugar snap peas are ready when the pod is rounded and full but still snaps cleanly when bent — not soft or yielding. The peas inside should be round but not hard. Harvest every 2-3 days. Overmature pods become tough and stringy."",""category"":""harvest""}]",2026-05-20 05:30:26.87898,1.05,Autumn through spring,2026-05-20 05:30:26.87898+00,annual_vegetable,Thick-walled edible pod (both pod and peas eaten together). Taller vine than snow peas — needs 1.8m support. Same management principles as snow peas and peas.,False
